10,1
11,1
12,1
12,2
12,3
12,4
13,1
13,2
13,3
13,4
13,5
13,6
14,1
14,2
14,3
14,4
14,5
15,1
15,2
15,3
15,4
15,5
15,6
16,1
16,2
16,3
16,4
16,5
16,6
16,7
16,8
17,1
17,2
17,3
17,4
17,5
17,6
18,1
18,2
18,3
18,4
18,5
18,6
19,1
19,2
19,3
19,4
19,5
19,6
19,7
20,1
20,2
20,3
20,4
20,5
20,6
20,7
21,1
21,2
21,3
21,4
21,5
21,6
22,1
22,2
23,1
23,2
23,3
23,4
23,5
23,6
24,1
24,2
24,3
24,4
24,5
24,6
24,7
24,8
25,1
25,2
25,3
25,4
25,5
25,6
25,7
25,8
26,1
26,2
26,3
26,4
26,5
26,6
26,7
26,8
26,9
27,1
27,2
27,3
27,4
28,1
29,1
29,2
29,3
29,4
29,5
30,1
30,2
30,3
30,4
30,5
30,6
30,7
30,8
30,9
31,1
31,2
31,3
31,4
31,5
31,6
32,1
32,2
32,3
32,4
32,5
32,6
33,1
33,2
33,3
33,4
33,5
34,1
34,2
34,3
34,4
34,5
35,1
35,2
35,3
35,4
35,5
35,6
35,7
35,8
35,9
35,10
36,1
36,2
36,3
36,4
36,5
37,1
37,2
37,3
37,4
37,5
37,6
38,1
38,2
38,3
38,4
38,5
38,6
38,7
38,8
39,1
39,2
39,3
39,4
39,5
40,1
40,2
40,3
40,4
40,5
40,6
40,7
40,8
41,1
41,2
41,3
41,4
42,1
42,2
42,3
42,4
42,5
42,6
42,7
42,8
43,1
43,2
43,3
44,1
44,2
44,3
44,4
44,5
46,1
21,1
22,1
22,2
22,3
23,1
23,2
23,3
23,4
23,5
24,1
25,1
25,2
25,3
25,4
26,1
26,2
26,3
27,1
27,2
27,3
27,4
27,5
27,6
28,1
28,2
29,1
29,2
29,3
29,4
29,5
30,1
30,2
30,3
30,4
30,5
30,6
30,7
30,8
31,1
31,2
31,3
31,4
32,1
32,2
32,3
32,4
32,5
32,6
33,1
33,2
33,3
33,4
33,5
33,6
33,7
33,8
34,1
34,2
34,3
34,4
34,5
34,6
35,1
35,2
35,3
35,4
35,5
35,6
35,7
35,8
35,9
36,1
36,2
36,3
36,4
36,5
36,6
36,7
37,1
37,2
37,3
37,4
37,5
37,6
37,7
37,8
37,9
38,1
38,2
38,3
38,4
38,5
39,1
39,2
39,3
39,4
39,5
39,6
39,7
39,8
39,9
40,1
40,2
40,3
40,4
40,5
40,6
40,7
40,8
40,9
40,10
41,1
41,2
41,3
41,4
41,5
41,6
42,1
42,2
42,3
42,4
42,5
42,6
42,7
42,8
42,9
43,1
43,2
43,3
43,4
43,5
43,6
43,7
43,8
43,9
43,10
44,1
44,2
44,3
44,4
44,5
44,6
44,7
45,1
45,2
45,3
45,4
45,5
45,6
45,7
45,8
45,9
45,10
46,1
46,2
46,3
46,4
46,5
46,6
46,7
46,8
47,1
47,2
47,3
47,4
47,5
47,6
47,7
47,8
47,9
47,10
47,11
47,12
47,13
48,1
48,2
48,3
48,4
48,5
48,6
48,7
48,8
48,9
48,10
48,11
48,12
48,13
49,1
49,2
49,3
49,4
49,5
49,6
50,1
50,2
50,3
50,4
50,5
14,1
15,1
15,1
16,1
16,2
17,1
17,2
17,3
18,1
18,2
18,3
18,4
18,5
19,1
19,2
19,3
19,4
19,5
19,6
19,7
20,1
20,2
20,3
20,4
20,5
20,6
20,7
20,8
21,1
21,2
21,3
21,4
21,5
21,6
21,7
21,8
21,9
21,10
21,11
22,1
22,2
22,3
22,4
22,5
22,6
22,7
22,8
22,9
22,10
23,1
23,2
23,3
23,4
23,5
23,6
23,7
23,8
23,9
24,1
24,2
24,3
24,4
24,5
24,6
24,7
24,8
25,1
25,2
25,3
25,4
25,5
25,6
25,7
26,1
26,2
26,3
26,4
26,5
26,6
26,7
26,8
26,9
26,10
26,11
26,12
26,13
26,14
27,1
27,2
27,3
27,4
27,5
27,6
27,7
27,8
27,9
27,10
28,1
28,2
28,3
28,4
28,5
28,6
28,7
28,8
28,9
28,10
28,11
28,12
29,1
29,2
29,3
29,4
29,5
29,6
29,7
29,8
29,9
29,10
30,1
30,2
30,3
30,4
30,5
30,6
30,7
30,8
31,1
31,2
31,3
31,4
31,5
31,6
31,7
31,8
31,9
31,10
31,11
32,1
32,2
32,3
32,4
32,5
32,6
32,7
32,8
32,9
32,10
32,11
32,12
33,1
33,2
33,3
33,4
33,5
33,6
33,7
33,8
33,9
33,10
33,11
33,12
33,13
33,14
33,15
33,16
34,1
34,2
34,3
34,4
34,5
34,6
34,7
34,8
34,9
34,10
34,11
34,12
35,1
35,2
35,3
35,4
35,5
35,6
35,7
35,8
35,9
35,10
35,11
36,1
36,2
36,3
36,4
36,5
36,6
36,7
36,8
36,9
36,10
36,11
36,12
36,13
36,14
37,1
37,2
37,3
37,4
37,5
37,6
37,7
37,8
37,9
37,10
37,11
37,12
37,13
37,14
38,1
38,2
38,3
38,4
38,5
38,6
38,7
38,8
38,9
38,10
38,11
38,12
38,13
38,14
39,1
39,2
39,3
39,4
39,5
39,6
39,7
39,8
39,9
39,10
40,1
40,2
40,3
40,4
40,5
40,6
40,7
40,8
40,9
41,1
41,2
49,1
49,2
49,3
50,1
50,2
51,1
51,2
51,3
51,4
51,5
51,6
51,7
51,8
51,9
51,10
51,11
51,12
52,1
52,2
52,3
52,4
52,5
52,6
52,7
52,8
52,9
52,10
53,1
53,2
53,3
53,4
53,5
53,6
53,7
53,8
53,9
53,10
54,1
54,2
54,3
54,4
54,5
54,6
54,7
54,8
54,9
54,10
54,11
54,12
55,1
55,2
55,3
55,4
55,5
55,6
55,7
55,8
55,9
55,10
55,11
56,1
56,2
56,3
56,4
56,5
56,6
56,7
56,8
56,9
56,10
56,11
57,1
57,2
57,3
57,4
57,5
57,6
57,7
57,8
57,9
57,10
58,1
58,2
58,3
58,4
58,5
58,6
58,7
58,8
58,9
59,1
59,2
59,3
59,4
59,5
59,6
59,7
59,8
59,9
59,10
59,11
60,1
60,2
60,3
60,4
60,5
60,6
60,7
60,8
60,9
60,10
60,11
60,12
60,13
61,1
61,2
61,3
61,4
61,5
61,6
61,7
61,8
62,1
62,2
62,3
62,4
62,5
62,6
62,7
62,8
63,1
63,2
63,3
63,4
63,5
63,6
63,7
63,8
63,9
64,1
64,2
64,3
64,4
64,5
64,6
64,7
64,8
64,9
64,10
65,1
65,2
65,3
65,4
65,5
65,6
65,7
65,8
65,9
65,10
65,11
65,12
66,1
66,2
66,3
66,4
66,5
66,6
66,7
66,8
66,9
66,10
66,11
66,12
66,13
67,1
67,2
67,3
67,4
67,5
67,6
67,7
67,8
67,9
68,1
68,2
68,3
68,4
68,5
68,6
68,7
68,8
68,9
68,10
69,1
69,2
69,3
69,4
69,5
69,6
69,7
69,8
69,9
69,10
69,11
69,12
69,13
70,1
70,2
70,3
70,4
70,5
70,6
70,7
70,8
70,9
70,10
70,11
71,1
71,2
71,3
71,4
71,5
71,6
71,7
71,8
71,9
71,10
71,11
72,1
72,2
72,3
72,4
72,5
72,6
72,7
72,8
73,1
73,2
73,3
73,4
73,5
73,6
73,7
73,8
73,9
74,1
74,2
74,3
74,4
75,1
13,1
14,1
15,1
15,2
15,3
16,1
16,2
16,3
16,4
16,5
17,1
17,2
17,3
18,1
18,2
18,3
18,4
18,5
18,6
18,7
19,1
19,2
19,3
19,4
20,1
20,2
20,3
20,4
20,5
20,6
20,7
20,8
20,9
20,10
20,11
20,12
20,13
21,1
21,2
21,3
21,4
21,5
21,6
21,7
21,8
21,9
21,10
22,1
22,2
22,3
22,4
22,5
22,6
22,7
23,1
23,2
23,3
23,4
23,5
23,6
23,7
23,8
23,9
23,10
23,11
24,1
24,2
24,3
24,4
24,5
24,6
24,7
24,8
24,9
24,10
24,11
24,12
24,13
25,1
25,2
25,3
25,4
25,5
25,6
25,7
25,8
25,9
25,10
26,1
26,2
26,3
26,4
26,5
26,6
26,7
26,8
26,9
26,10
26,11
26,12
27,1
27,2
27,3
27,4
27,5
27,6
27,7
27,8
27,9
27,10
27,11
27,12
28,1
28,2
28,3
28,4
28,5
28,6
28,7
28,8
28,9
28,10
29,1
29,2
29,3
29,4
29,5
29,6
30,1
30,2
30,3
30,4
30,5
30,6
30,7
30,8
30,9
30,10
30,11
30,12
30,13
31,1
31,2
31,3
31,4
31,5
31,6
31,7
31,8
31,9
31,10
31,11
31,12
31,13
31,14
32,1
32,2
32,3
32,4
32,5
32,6
32,7
32,8
33,1
33,2
33,3
33,4
33,5
33,6
33,7
33,8
33,9
33,10
33,11
33,12
33,13
33,14
33,15
33,16
34,1
34,2
34,3
34,4
34,5
34,6
34,7
34,8
34,9
34,10
35,1
35,2
35,3
35,4
35,5
35,6
35,7
35,8
35,9
35,10
36,1
36,2
36,3
36,4
36,5
36,6
37,1
37,2
37,3
37,4
37,5
37,6
37,7
37,8
37,9
37,10
37,11
37,12
37,13
37,14
38,1
38,2
38,3
38,4
38,5
38,6
